"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 27, 2020","564.02","573.40","573.46","563.49","-","-1.62%"
"Jan 24, 2020","573.29","575.73","577.78","571.89","-","-0.43%"
"Jan 23, 2020","575.74","577.44","577.52","573.30","-","-0.27%"
"Jan 22, 2020","577.29","576.47","579.23","576.44","-","0.10%"
"Jan 21, 2020","576.69","579.17","579.18","576.16","-","-0.41%"
"Jan 20, 2020","579.07","579.37","579.65","578.84","-","-0.03%"
"Jan 17, 2020","579.24","576.86","579.24","576.84","-","0.41%"
"Jan 16, 2020","576.89","573.87","576.89","573.74","-","0.55%"
"Jan 15, 2020","573.76","573.46","574.83","572.60","-","0.07%"
"Jan 14, 2020","573.37","573.39","574.60","572.66","-","0.01%"
"Jan 13, 2020","573.33","570.32","573.42","570.25","-","0.50%"
"Jan 10, 2020","570.45","570.75","572.41","569.98","-","-0.04%"
"Jan 09, 2020","570.65","566.70","570.80","566.69","-","0.68%"
"Jan 08, 2020","566.82","566.27","568.12","564.70","-","0.12%"
"Jan 07, 2020","566.15","566.48","568.20","565.52","-","-0.04%"
"Jan 06, 2020","566.38","566.64","566.65","562.93","-","-0.07%"
"Jan 03, 2020","566.79","569.34","570.07","565.61","-","-0.52%"
"Jan 02, 2020","569.75","565.19","569.75","565.17","-","0.80%"
"Jan 01, 2020","565.24","565.23","565.25","565.18","-","0.00%"
"Dec 31, 2019","565.24","564.33","565.28","563.56","-","0.15%"
"Dec 30, 2019","564.38","566.99","567.39","563.99","-","-0.43%"
"Dec 27, 2019","566.84","565.51","567.80","565.50","-","0.25%"
"Dec 26, 2019","565.45","563.46","565.55","563.43","-","0.37%"
"Dec 25, 2019","563.38","563.38","563.50","563.11","-","-0.02%"
"Dec 24, 2019","563.50","563.45","563.60","562.99","-","0.01%"
"Dec 23, 2019","563.43","562.84","563.81","562.73","-","0.08%"
"Dec 20, 2019","563.00","561.03","563.27","560.60","-","0.36%"
"Dec 19, 2019","561.00","559.57","561.10","559.00","-","0.25%"
"Dec 18, 2019","559.61","559.88","560.47","559.41","-","-0.05%"
"Dec 17, 2019","559.90","559.15","560.39","559.02","-","0.13%"
"Dec 16, 2019","559.17","555.33","560.09","555.30","-","0.68%"
"Dec 13, 2019","555.38","553.50","557.62","553.49","-","0.58%"
"Dec 12, 2019","552.19","548.98","553.76","548.95","-","0.69%"
"Dec 11, 2019","548.40","546.70","549.30","546.50","-","0.30%"
"Dec 10, 2019","546.74","547.35","547.79","545.86","-","-0.13%"
"Dec 09, 2019","547.45","548.41","549.14","547.40","-","-0.12%"
"Dec 06, 2019","548.12","544.26","548.84","544.26","-","0.76%"
"Dec 05, 2019","544.00","542.95","544.45","542.65","-","0.19%"
"Dec 04, 2019","542.95","540.33","543.63","539.48","-","0.47%"
"Dec 03, 2019","540.39","543.45","543.48","537.58","-","-0.55%"
"Dec 02, 2019","543.37","546.76","547.69","542.96","-","-0.61%"
"Nov 29, 2019","546.69","549.52","549.69","546.51","-","-0.48%"
"Nov 28, 2019","549.34","549.83","549.90","549.17","-","-0.06%"
"Nov 27, 2019","549.68","547.93","549.74","547.92","-","0.36%"
"Nov 26, 2019","547.71","547.46","548.15","546.70","-","0.10%"
"Nov 25, 2019","547.17","543.20","547.18","543.19","-","0.71%"
"Nov 22, 2019","543.33","542.25","544.02","542.11","-","0.18%"
"Nov 21, 2019","542.35","543.88","543.89","541.08","-","-0.26%"
"Nov 20, 2019","543.76","545.81","545.95","542.05","-","-0.44%"
"Nov 19, 2019","546.17","545.83","547.35","545.21","-","0.02%"
"Nov 18, 2019","546.06","545.26","546.17","544.60","-","0.15%"
"Nov 15, 2019","545.23","541.48","545.25","541.40","-","0.76%"
"Nov 14, 2019","541.14","541.86","541.90","540.08","-","-0.14%"
"Nov 13, 2019","541.88","542.94","542.98","540.03","-","-0.20%"
"Nov 12, 2019","542.95","541.99","544.04","541.67","-","0.18%"
"Nov 11, 2019","542.00","543.10","543.37","540.45","-","-0.23%"
"Nov 08, 2019","543.24","543.40","543.83","541.04","-","-0.01%"
"Nov 07, 2019","543.31","541.77","544.66","541.55","-","0.26%"
"Nov 06, 2019","541.90","541.65","542.06","540.71","-","0.06%"
"Nov 05, 2019","541.60","541.24","542.74","541.08","-","-0.01%"
"Nov 04, 2019","541.66","538.70","542.47","538.69","-","0.54%"
"Nov 01, 2019","538.76","534.25","538.76","533.96","-","0.81%"
"Oct 31, 2019","534.41","535.62","536.32","532.68","-","-0.14%"
"Oct 30, 2019","535.18","534.13","535.83","532.66","-","0.17%"
"Oct 29, 2019","534.29","534.09","535.14","533.44","-","0.05%"
"Oct 28, 2019","534.02","531.69","534.72","531.67","-","0.42%"
"Oct 25, 2019","531.77","530.23","532.22","529.32","-","0.27%"
"Oct 24, 2019","530.36","528.71","530.99","528.71","-","0.37%"
"Oct 23, 2019","528.42","527.73","528.69","526.88","-","0.13%"
"Oct 22, 2019","527.76","528.53","529.83","527.68","-","-0.14%"
"Oct 21, 2019","528.49","525.52","528.53","525.40","-","0.62%"
"Oct 18, 2019","525.25","527.09","527.27","524.35","-","-0.32%"
"Oct 17, 2019","526.92","525.58","528.50","525.08","-","0.31%"
"Oct 16, 2019","525.27","525.18","526.24","524.54","-","0.00%"
"Oct 15, 2019","525.25","521.03","526.26","521.02","-","0.89%"
"Oct 14, 2019","520.63","521.15","521.82","520.08","-","-0.10%"
"Oct 11, 2019","521.14","514.45","523.66","514.45","-","1.38%"
"Oct 10, 2019","514.07","511.31","515.37","510.68","-","0.56%"
"Oct 09, 2019","511.21","508.37","512.10","507.70","-","0.55%"
"Oct 08, 2019","508.42","513.90","514.90","508.29","-","-1.14%"
"Oct 07, 2019","514.28","515.02","516.07","513.67","-","-0.11%"
"Oct 04, 2019","514.85","509.62","515.15","509.52","-","0.98%"
"Oct 03, 2019","509.84","507.72","509.84","503.51","-","0.45%"
"Oct 02, 2019","507.57","516.27","516.33","506.37","-","-1.62%"
"Oct 01, 2019","515.95","520.58","521.75","515.95","-","-0.90%"
"Sep 30, 2019","520.65","519.70","521.31","518.83","-","0.18%"
"Sep 27, 2019","519.73","521.42","522.40","517.96","-","-0.41%"
"Sep 26, 2019","521.87","522.14","522.97","520.39","-","-0.00%"
"Sep 25, 2019","521.88","521.73","522.21","518.11","-","0.03%"
"Sep 24, 2019","521.70","524.41","526.29","521.08","-","-0.51%"
"Sep 23, 2019","524.40","525.60","525.73","523.30","-","-0.22%"
"Sep 20, 2019","525.57","526.86","528.11","524.89","-","-0.23%"
"Sep 19, 2019","526.79","526.12","528.35","525.86","-","0.09%"
"Sep 18, 2019","526.31","526.68","526.68","522.90","-","-0.00%"
"Sep 17, 2019","526.32","525.46","526.68","524.31","-","0.14%"
"Sep 16, 2019","525.56","527.85","527.90","524.94","-","-0.39%"
"Sep 13, 2019","527.63","526.69","528.94","526.66","-","0.21%"
"Sep 12, 2019","526.53","524.89","528.01","524.87","-","0.36%"
"Sep 11, 2019","524.65","521.06","524.71","521.06","-","0.71%"
"Sep 10, 2019","520.95","520.85","521.00","518.08","-","0.01%"
"Sep 09, 2019","520.88","520.60","522.03","520.08","-","0.01%"
"Sep 06, 2019","520.83","519.71","521.42","519.66","-","0.25%"
"Sep 05, 2019","519.55","514.13","520.81","514.10","-","1.15%"
"Sep 04, 2019","513.64","507.77","513.85","507.63","-","1.16%"
"Sep 03, 2019","507.76","510.20","510.28","506.15","-","-0.52%"
"Sep 02, 2019","510.43","510.50","510.75","510.25","-","-0.09%"
"Aug 30, 2019","510.88","509.19","512.67","509.10","-","0.39%"
"Aug 29, 2019","508.87","504.12","509.35","503.61","-","0.94%"
"Aug 28, 2019","504.12","502.60","504.22","500.10","-","0.31%"
"Aug 27, 2019","502.58","502.72","505.87","501.66","-","0.03%"
"Aug 26, 2019","502.43","500.88","502.53","498.83","-","0.30%"
"Aug 23, 2019","500.94","508.84","510.31","500.10","-","-1.57%"
"Aug 22, 2019","508.91","510.22","511.20","506.96","-","-0.25%"
"Aug 21, 2019","510.17","506.37","510.70","506.14","-","0.70%"
"Aug 20, 2019","506.61","508.90","509.74","506.61","-","-0.48%"
"Aug 19, 2019","509.06","503.96","509.73","503.89","-","1.07%"
"Aug 16, 2019","503.68","497.70","504.20","497.49","-","1.17%"
"Aug 15, 2019","497.85","498.15","498.96","495.64","-","-0.16%"
"Aug 14, 2019","498.63","509.55","510.11","498.30","-","-2.06%"
"Aug 13, 2019","509.12","505.52","511.39","503.19","-","0.65%"
"Aug 12, 2019","505.83","509.96","510.91","504.79","-","-0.82%"
"Aug 09, 2019","510.01","513.15","513.34","508.33","-","-0.51%"
"Aug 08, 2019","512.65","504.78","512.92","504.61","-","1.51%"
"Aug 07, 2019","505.00","504.02","505.60","498.32","-","0.20%"
"Aug 06, 2019","503.97","501.49","504.18","499.83","-","0.50%"
"Aug 05, 2019","501.47","514.14","514.22","499.22","-","-2.52%"
"Aug 02, 2019","514.44","520.31","520.31","512.30","-","-1.18%"
"Aug 01, 2019","520.57","523.10","527.01","519.98","-","-0.72%"
"Jul 31, 2019","524.35","527.97","528.14","520.89","-","-0.70%"
"Jul 30, 2019","528.07","530.37","530.62","526.86","-","-0.39%"
"Jul 29, 2019","530.15","530.94","531.23","529.45","-","-0.16%"
"Jul 26, 2019","531.00","529.00","531.27","528.49","-","0.29%"
"Jul 25, 2019","529.46","531.68","532.70","528.55","-","-0.44%"
"Jul 24, 2019","531.82","530.14","531.82","529.32","-","0.32%"
"Jul 23, 2019","530.10","527.18","530.10","527.18","-","0.50%"
"Jul 22, 2019","527.48","526.86","527.87","526.28","-","0.08%"
"Jul 19, 2019","527.04","528.47","530.39","526.99","-","-0.09%"
"Jul 18, 2019","527.51","527.48","528.59","525.43","-","-0.02%"
"Jul 17, 2019","527.60","529.73","529.90","527.60","-","-0.47%"
"Jul 16, 2019","530.07","531.21","531.28","529.45","-","-0.22%"
"Jul 15, 2019","531.24","530.76","531.62","530.23","-","0.14%"
"Jul 12, 2019","530.48","529.09","530.79","528.95","-","0.25%"
"Jul 11, 2019","529.18","528.33","529.98","527.98","-","0.24%"
"Jul 10, 2019","527.93","525.71","529.57","525.68","-","0.37%"
"Jul 09, 2019","525.96","526.47","526.59","523.99","-","-0.08%"
"Jul 08, 2019","526.39","529.38","529.38","525.86","-","-0.59%"
"Jul 05, 2019","529.51","531.89","531.94","526.59","-","-0.43%"
"Jul 04, 2019","531.82","531.47","531.88","531.47","-","0.13%"
"Jul 03, 2019","531.14","528.24","531.22","527.73","-","0.55%"
"Jul 02, 2019","528.24","526.58","528.30","526.45","-","0.25%"
"Jul 01, 2019","526.93","523.34","528.85","523.34","-","0.67%"
"Jun 28, 2019","523.44","520.98","523.44","520.65","-","0.48%"
"Jun 27, 2019","520.93","518.93","521.43","518.85","-","0.41%"
"Jun 26, 2019","518.81","519.30","520.89","518.67","-","-0.19%"
"Jun 25, 2019","519.78","523.48","523.79","519.40","-","-0.67%"
"Jun 24, 2019","523.30","523.98","524.42","523.30","-","-0.00%"
"Jun 21, 2019","523.31","524.66","524.87","523.03","-","-0.22%"
"Jun 20, 2019","524.44","519.64","525.29","519.61","-","1.06%"
"Jun 19, 2019","518.92","516.45","519.92","516.45","-","0.60%"
"Jun 18, 2019","515.82","510.81","517.44","510.73","-","0.98%"
"Jun 17, 2019","510.81","510.72","511.92","510.33","-","-0.05%"
"Jun 14, 2019","511.07","512.88","512.88","510.25","-","-0.33%"
"Jun 13, 2019","512.75","511.85","513.41","511.13","-","0.06%"
"Jun 12, 2019","512.46","513.92","514.21","511.71","-","-0.28%"
"Jun 11, 2019","513.91","512.52","516.77","512.44","-","0.29%"
"Jun 10, 2019","512.44","509.70","514.34","509.66","-","0.53%"
"Jun 07, 2019","509.76","504.63","511.17","504.55","-","1.01%"
"Jun 06, 2019","504.67","502.45","505.34","502.23","-","0.33%"
"Jun 05, 2019","503.02","499.90","503.02","499.90","-","0.76%"
"Jun 04, 2019","499.21","493.11","499.74","492.32","-","1.37%"
"Jun 03, 2019","492.47","492.14","494.36","491.36","-","0.07%"
"May 31, 2019","492.12","496.12","496.44","491.15","-","-0.83%"
"May 30, 2019","496.22","495.08","497.48","494.86","-","0.18%"
"May 29, 2019","495.31","499.28","499.29","493.54","-","-0.87%"
"May 28, 2019","499.66","502.25","504.00","499.55","-","-0.51%"
"May 27, 2019","502.24","502.03","502.73","501.91","-","0.09%"
"May 24, 2019","501.80","500.05","503.57","499.89","-","0.34%"
"May 23, 2019","500.09","505.88","505.88","498.64","-","-1.17%"
"May 22, 2019","506.01","507.24","507.63","505.56","-","-0.26%"
"May 21, 2019","507.32","504.11","507.74","503.85","-","0.60%"
"May 20, 2019","504.27","506.96","507.49","503.12","-","-0.52%"
"May 17, 2019","506.93","509.92","510.34","506.37","-","-0.56%"
"May 16, 2019","509.79","506.72","511.50","506.02","-","0.60%"
"May 15, 2019","506.73","504.15","507.51","501.63","-","0.51%"
"May 14, 2019","504.17","501.15","505.97","500.15","-","0.50%"
"May 13, 2019","501.66","510.78","510.80","500.43","-","-1.85%"
"May 10, 2019","511.11","509.24","512.02","505.07","-","0.35%"
"May 09, 2019","509.33","512.97","513.05","505.52","-","-0.77%"
"May 08, 2019","513.29","514.10","515.36","512.25","-","-0.22%"
"May 07, 2019","514.40","521.34","521.70","512.27","-","-1.33%"
"May 06, 2019","521.35","524.95","524.97","517.80","-","-0.67%"
"May 03, 2019","524.85","520.99","525.24","520.68","-","0.72%"
"May 02, 2019","521.09","522.55","522.82","519.28","-","-0.38%"
"May 01, 2019","523.07","525.06","526.50","522.51","-","-0.34%"
"Apr 30, 2019","524.84","524.54","525.27","522.35","-","0.09%"
"Apr 29, 2019","524.39","523.63","525.27","523.59","-","0.12%"
"Apr 26, 2019","523.74","521.61","523.74","521.13","-","0.36%"
"Apr 25, 2019","521.87","522.36","522.58","520.06","-","-0.22%"
"Apr 24, 2019","523.04","524.81","524.89","522.32","-","-0.28%"
"Apr 23, 2019","524.53","521.87","524.80","521.44","-","0.53%"
"Apr 22, 2019","521.76","521.59","521.96","520.58","-","0.01%"
"Apr 19, 2019","521.69","521.65","521.81","521.58","-","0.01%"
"Apr 18, 2019","521.66","522.00","522.05","520.00","-","-0.07%"
"Apr 17, 2019","522.04","522.22","524.15","521.41","-","-0.06%"
"Apr 16, 2019","522.33","521.32","523.16","521.13","-","0.16%"
"Apr 15, 2019","521.51","521.52","522.24","520.35","-","0.04%"
"Apr 12, 2019","521.29","518.44","521.72","518.22","-","0.50%"
"Apr 11, 2019","518.70","519.38","519.44","517.75","-","-0.11%"
"Apr 10, 2019","519.26","517.67","519.58","517.30","-","0.23%"
"Apr 09, 2019","518.09","519.83","520.90","517.55","-","-0.34%"
"Apr 08, 2019","519.88","519.16","520.00","518.20","-","0.16%"
"Apr 05, 2019","519.04","517.25","519.17","517.19","-","0.34%"
"Apr 04, 2019","517.28","517.32","517.53","515.96","-","0.00%"
"Apr 03, 2019","517.28","514.69","518.68","514.65","-","0.56%"
"Apr 02, 2019","514.39","514.10","514.86","513.31","-","0.01%"
"Apr 01, 2019","514.35","508.44","514.41","508.42","-","1.14%"
"Mar 29, 2019","508.55","505.11","508.55","505.10","-","0.68%"
"Mar 28, 2019","505.14","504.68","505.80","503.15","-","0.06%"
"Mar 27, 2019","504.83","506.97","507.68","502.74","-","-0.43%"
"Mar 26, 2019","507.02","503.57","508.44","503.52","-","0.69%"
"Mar 25, 2019","503.56","505.64","505.65","501.79","-","-0.46%"
"Mar 22, 2019","505.88","513.76","514.30","505.67","-","-1.48%"
"Mar 21, 2019","513.50","510.98","514.05","509.87","-","0.68%"
"Mar 20, 2019","510.05","511.93","513.34","508.90","-","-0.42%"
"Mar 19, 2019","512.19","510.59","514.47","510.33","-","0.16%"
"Mar 18, 2019","511.36","508.82","511.62","508.78","-","0.52%"
"Mar 15, 2019","508.72","505.46","509.58","505.45","-","0.63%"
"Mar 14, 2019","505.56","505.94","506.24","504.86","-","0.00%"
"Mar 13, 2019","505.54","503.09","506.56","502.18","-","0.51%"
"Mar 12, 2019","502.99","501.12","503.78","501.12","-","0.49%"
"Mar 11, 2019","500.55","494.89","500.87","494.71","-","1.14%"
"Mar 08, 2019","494.91","497.40","497.43","492.58","-","-0.59%"
"Mar 07, 2019","497.86","502.13","502.24","496.30","-","-0.87%"
"Mar 06, 2019","502.22","504.13","504.52","501.92","-","-0.37%"
"Mar 05, 2019","504.07","504.70","504.93","503.28","-","-0.11%"
"Mar 04, 2019","504.60","505.62","507.45","502.07","-","-0.23%"
"Mar 01, 2019","505.75","503.23","506.77","503.22","-","0.45%"
"Feb 28, 2019","503.48","505.26","505.39","503.07","-","-0.38%"
"Feb 27, 2019","505.40","505.94","506.16","503.25","-","-0.02%"
"Feb 26, 2019","505.51","505.75","506.92","504.71","-","-0.04%"
"Feb 25, 2019","505.69","504.25","507.66","504.25","-","0.31%"
"Feb 22, 2019","504.15","501.46","504.58","501.05","-","0.49%"
"Feb 21, 2019","501.69","502.85","503.37","500.37","-","-0.24%"
"Feb 20, 2019","502.92","500.82","503.57","500.81","-","0.47%"
"Feb 19, 2019","500.58","499.87","501.63","498.71","-","0.14%"
"Feb 18, 2019","499.87","498.68","500.18","498.68","-","0.33%"
"Feb 15, 2019","498.24","495.01","498.75","493.72","-","0.72%"
"Feb 14, 2019","494.66","495.45","496.27","493.25","-","-0.25%"
"Feb 13, 2019","495.92","494.60","497.22","494.60","-","0.33%"
"Feb 12, 2019","494.30","488.87","494.96","488.81","-","1.10%"
"Feb 11, 2019","488.91","488.65","490.08","488.31","-","0.04%"
"Feb 08, 2019","488.72","490.18","490.18","485.91","-","-0.35%"
"Feb 07, 2019","490.42","494.77","494.87","488.30","-","-0.94%"
"Feb 06, 2019","495.08","496.19","496.46","494.32","-","-0.22%"
"Feb 05, 2019","496.18","493.06","496.34","493.05","-","0.63%"
"Feb 04, 2019","493.06","491.26","493.06","489.92","-","0.33%"
"Feb 01, 2019","491.43","490.95","492.23","490.29","-","0.05%"
"Jan 31, 2019","491.19","487.63","491.49","487.62","-","0.92%"
"Jan 30, 2019","486.71","481.75","488.74","481.52","-","1.03%"
"Jan 29, 2019","481.77","481.50","483.25","480.73","-","0.04%"
"Jan 28, 2019","481.59","484.83","485.16","479.54","-","-0.61%"
"Jan 25, 2019","484.53","479.56","485.33","479.53","-","0.98%"
"Jan 24, 2019","479.84","478.93","480.26","477.82","-","0.23%"
"Jan 23, 2019","478.74","478.37","480.55","476.24","-","0.07%"
"Jan 22, 2019","478.41","483.51","483.61","476.77","-","-1.06%"
"Jan 21, 2019","483.52","483.29","483.96","483.12","-","0.00%"
"Jan 18, 2019","483.50","477.88","483.75","477.88","-","1.23%"
"Jan 17, 2019","477.63","475.71","478.98","474.12","-","0.40%"
"Jan 16, 2019","475.71","474.71","476.71","474.13","-","0.18%"
"Jan 15, 2019","474.86","470.84","474.91","470.68","-","0.85%"
"Jan 14, 2019","470.87","473.19","473.26","469.26","-","-0.51%"
"Jan 11, 2019","473.26","472.90","474.26","470.81","-","0.01%"
"Jan 10, 2019","473.23","471.99","473.23","469.00","-","0.35%"
"Jan 09, 2019","471.57","467.26","472.98","467.25","-","0.92%"
"Jan 08, 2019","467.27","464.06","468.18","463.62","-","0.71%"
"Jan 07, 2019","463.99","460.02","465.71","460.00","-","0.88%"
"Jan 04, 2019","459.94","448.36","460.54","447.09","-","2.62%"
"Jan 03, 2019","448.21","454.87","455.13","448.00","-","-1.39%"
"Jan 02, 2019","454.51","456.01","456.04","449.18","-","-0.26%"
"Jan 01, 2019","455.68","456.04","456.36","455.68","-","0.00%"
"Dec 31, 2018","455.66","452.81","455.96","452.78","-","0.66%"
"Dec 28, 2018","452.69","450.48","456.31","450.26","-","0.53%"
"Dec 27, 2018","450.32","447.19","450.56","441.34","-","0.58%"
"Dec 26, 2018","447.71","436.01","447.71","435.36","-","2.71%"
"Dec 25, 2018","435.90","437.59","437.59","435.58","-","-0.41%"
"Dec 24, 2018","437.68","444.15","444.40","437.58","-","-1.59%"
"Dec 21, 2018","444.76","451.24","453.85","443.23","-","-1.35%"
"Dec 20, 2018","450.83","457.02","457.10","448.83","-","-1.49%"
"Dec 19, 2018","457.65","460.81","465.88","456.40","-","-0.66%"
"Dec 18, 2018","460.68","462.35","464.35","459.07","-","-0.34%"
"Dec 17, 2018","462.27","468.58","468.95","460.90","-","-1.33%"
"Dec 14, 2018","468.51","476.19","476.23","467.93","-","-1.59%"
"Dec 13, 2018","476.07","475.98","478.64","474.92","-","0.01%"
"Dec 12, 2018","476.01","470.62","479.64","470.61","-","1.13%"
"Dec 11, 2018","470.70","470.00","475.71","469.15","-","0.11%"
"Dec 10, 2018","470.20","473.60","473.64","464.61","-","-0.78%"
"Dec 07, 2018","473.88","479.21","482.91","472.83","-","-1.11%"
"Dec 06, 2018","479.20","484.37","484.39","471.25","-","-1.05%"
"Dec 05, 2018","484.28","486.47","486.48","484.12","-","-0.50%"
"Dec 04, 2018","486.73","497.51","497.52","486.22","-","-2.16%"
"Dec 03, 2018","497.48","491.05","498.93","491.01","-","1.35%"
"Nov 30, 2018","490.86","489.64","490.88","488.10","-","0.25%"
"Nov 29, 2018","489.66","489.43","491.32","487.87","-","0.29%"
"Nov 28, 2018","488.22","481.25","489.43","481.10","-","1.45%"
"Nov 27, 2018","481.24","480.70","481.33","478.50","-","0.08%"
"Nov 26, 2018","480.85","475.19","481.10","475.05","-","1.17%"
"Nov 23, 2018","475.30","477.62","477.82","474.84","-","-0.48%"
"Nov 22, 2018","477.58","477.70","478.32","477.28","-","-0.02%"
"Nov 21, 2018","477.68","475.29","480.03","474.26","-","0.38%"
"Nov 20, 2018","475.87","483.72","483.76","474.08","-","-1.62%"
"Nov 19, 2018","483.72","488.58","489.72","482.78","-","-0.95%"
"Nov 16, 2018","488.34","486.90","489.47","485.49","-","0.30%"
"Nov 15, 2018","486.87","483.97","487.73","480.31","-","0.64%"
"Nov 14, 2018","483.79","486.39","489.19","482.11","-","-0.48%"
"Nov 13, 2018","486.10","486.19","489.69","484.36","-","-0.10%"
"Nov 12, 2018","486.57","493.91","494.24","485.96","-","-1.60%"
"Nov 09, 2018","494.48","498.87","498.99","492.34","-","-1.02%"
"Nov 08, 2018","499.57","500.09","501.62","497.67","-","-0.13%"
"Nov 07, 2018","500.23","492.80","500.28","492.75","-","1.53%"
"Nov 06, 2018","492.70","490.70","492.84","490.69","-","0.43%"
"Nov 05, 2018","490.58","490.19","491.30","488.57","-","0.12%"
"Nov 02, 2018","489.97","489.81","494.76","487.73","-","0.10%"
"Nov 01, 2018","489.48","484.41","490.09","484.20","-","1.01%"
"Oct 31, 2018","484.57","477.97","486.88","477.96","-","1.33%"
"Oct 30, 2018","478.19","473.30","478.28","472.51","-","0.99%"
"Oct 29, 2018","473.52","475.32","481.42","469.56","-","-0.33%"
"Oct 26, 2018","475.11","480.95","481.26","470.73","-","-1.19%"
"Oct 25, 2018","480.83","477.19","482.57","474.17","-","0.74%"
"Oct 24, 2018","477.29","487.50","487.99","476.89","-","-2.07%"
"Oct 23, 2018","487.37","492.70","492.71","481.90","-","-1.10%"
"Oct 22, 2018","492.78","494.13","495.77","492.04","-","-0.26%"
"Oct 19, 2018","494.05","494.08","497.68","493.09","-","-0.08%"
"Oct 18, 2018","494.47","500.04","500.27","492.88","-","-1.21%"
"Oct 17, 2018","500.52","500.92","502.24","497.40","-","-0.08%"
"Oct 16, 2018","500.94","492.54","501.17","492.34","-","1.71%"
"Oct 15, 2018","492.52","494.55","495.06","491.87","-","-0.45%"
"Oct 12, 2018","494.76","489.80","496.19","489.46","-","1.10%"
"Oct 11, 2018","489.40","500.37","500.37","488.26","-","-2.23%"
"Oct 10, 2018","500.55","512.06","512.52","500.21","-","-2.15%"
"Oct 09, 2018","511.54","512.86","513.36","510.07","-","-0.23%"
"Oct 08, 2018","512.72","514.78","514.79","510.42","-","-0.38%"
"Oct 05, 2018","514.69","517.99","518.01","512.92","-","-0.68%"
"Oct 04, 2018","518.21","522.52","522.80","515.98","-","-1.00%"
"Oct 03, 2018","523.46","523.31","525.09","522.43","-","0.02%"
"Oct 02, 2018","523.36","525.03","525.47","522.53","-","-0.32%"
"Oct 01, 2018","525.06","524.12","526.80","523.61","-","0.15%"
"Sep 28, 2018","524.25","525.41","525.83","523.34","-","-0.23%"
"Sep 27, 2018","525.44","525.28","526.78","523.78","-","0.03%"
"Sep 26, 2018","525.28","525.76","528.27","525.23","-","-0.15%"
"Sep 25, 2018","526.09","525.34","526.95","525.21","-","0.04%"
"Sep 24, 2018","525.87","527.72","527.74","524.98","-","-0.38%"
"Sep 21, 2018","527.86","526.73","528.71","526.70","-","0.33%"
"Sep 20, 2018","526.14","522.23","526.94","522.09","-","0.80%"
"Sep 19, 2018","521.98","520.63","522.67","520.58","-","0.34%"
"Sep 18, 2018","520.19","517.24","520.66","517.21","-","0.52%"
"Sep 17, 2018","517.50","519.12","519.20","517.27","-","-0.38%"
"Sep 14, 2018","519.46","518.43","520.09","518.19","-","0.28%"
"Sep 13, 2018","518.02","515.52","519.09","515.50","-","0.55%"
"Sep 12, 2018","515.17","514.33","515.88","513.51","-","0.22%"
"Sep 11, 2018","514.03","513.35","514.48","511.09","-","0.12%"
"Sep 10, 2018","513.39","512.56","514.67","511.82","-","0.08%"
"Sep 07, 2018","512.97","514.09","514.34","511.59","-","-0.22%"
"Sep 06, 2018","514.08","516.04","516.43","512.92","-","-0.40%"
"Sep 05, 2018","516.13","519.35","519.35","514.86","-","-0.61%"
"Sep 04, 2018","519.30","521.71","521.83","517.87","-","-0.51%"
"Sep 03, 2018","521.95","522.20","522.23","521.42","-","-0.18%"
"Aug 31, 2018","522.88","524.14","524.25","521.33","-","-0.27%"
"Aug 30, 2018","524.28","527.50","527.61","523.69","-","-0.50%"
"Aug 29, 2018","526.94","525.08","527.49","524.65","-","0.34%"
"Aug 28, 2018","525.18","524.89","526.44","524.61","-","0.12%"
"Aug 27, 2018","524.56","519.96","524.90","519.91","-","0.95%"
"Aug 24, 2018","519.60","516.46","519.89","516.06","-","0.53%"
"Aug 23, 2018","516.84","518.47","518.48","516.03","-","-0.30%"
"Aug 22, 2018","518.42","517.80","519.13","517.57","-","0.24%"
"Aug 21, 2018","517.17","515.85","518.88","515.73","-","0.38%"
"Aug 20, 2018","515.19","513.32","515.90","513.18","-","0.41%"
"Aug 17, 2018","513.08","511.41","514.03","510.75","-","0.31%"
"Aug 16, 2018","511.50","508.19","512.51","507.47","-","0.63%"
"Aug 15, 2018","508.32","513.69","513.70","506.24","-","-1.10%"
"Aug 14, 2018","513.99","511.97","514.31","511.84","-","0.40%"
"Aug 13, 2018","511.92","514.82","514.82","511.21","-","-0.72%"
"Aug 10, 2018","515.61","520.97","520.97","514.43","-","-1.15%"
"Aug 09, 2018","521.60","522.15","522.66","520.87","-","-0.11%"
"Aug 08, 2018","522.18","522.36","522.92","521.40","-","-0.03%"
"Aug 07, 2018","522.34","519.81","523.34","519.79","-","0.48%"
"Aug 06, 2018","519.82","519.34","520.12","517.94","-","0.06%"
"Aug 03, 2018","519.53","517.29","519.53","516.95","-","0.38%"
"Aug 02, 2018","517.54","518.98","519.03","514.28","-","-0.28%"
"Aug 01, 2018","518.99","519.93","520.68","518.36","-","-0.16%"
"Jul 31, 2018","519.82","518.83","520.79","518.13","-","0.17%"
"Jul 30, 2018","518.93","520.62","521.01","518.45","-","-0.35%"
"Jul 27, 2018","520.73","521.65","523.37","519.58","-","-0.21%"
"Jul 26, 2018","521.80","522.98","523.38","521.36","-","0.01%"
"Jul 25, 2018","521.74","519.00","522.70","518.68","-","0.53%"
"Jul 24, 2018","519.00","516.02","520.64","515.92","-","0.60%"
