"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 07, 2020","1,454.93","1,463.39","1,463.39","1,452.64","-","-0.58%"
"Feb 06, 2020","1,463.49","1,457.77","1,464.52","1,457.73","-","0.51%"
"Feb 05, 2020","1,456.12","1,443.83","1,456.95","1,443.83","-","0.86%"
"Feb 04, 2020","1,443.65","1,422.94","1,446.22","1,422.59","-","1.45%"
"Feb 03, 2020","1,422.97","1,416.99","1,428.17","1,414.66","-","0.30%"
"Jan 31, 2020","1,418.70","1,435.70","1,438.35","1,416.17","-","-1.19%"
"Jan 30, 2020","1,435.82","1,441.41","1,441.59","1,424.55","-","-0.37%"
"Jan 29, 2020","1,441.09","1,442.69","1,446.26","1,440.15","-","-0.02%"
"Jan 28, 2020","1,441.44","1,432.96","1,444.21","1,430.27","-","0.57%"
"Jan 27, 2020","1,433.30","1,455.61","1,455.61","1,432.00","-","-1.59%"
"Jan 24, 2020","1,456.52","1,462.96","1,467.91","1,452.94","-","-0.44%"
"Jan 23, 2020","1,462.96","1,466.84","1,466.92","1,456.74","-","-0.28%"
"Jan 22, 2020","1,467.03","1,465.00","1,471.91","1,464.94","-","0.10%"
"Jan 21, 2020","1,465.58","1,472.08","1,472.09","1,464.36","-","-0.42%"
"Jan 20, 2020","1,471.78","1,471.90","1,473.12","1,471.15","-","-0.02%"
"Jan 17, 2020","1,472.09","1,467.54","1,472.09","1,466.87","-","0.36%"
"Jan 16, 2020","1,466.82","1,459.25","1,466.82","1,458.68","-","0.56%"
"Jan 15, 2020","1,458.69","1,457.68","1,461.40","1,455.70","-","0.08%"
"Jan 14, 2020","1,457.48","1,457.10","1,460.59","1,455.17","-","0.04%"
"Jan 13, 2020","1,456.96","1,449.39","1,457.20","1,449.20","-","0.50%"
"Jan 10, 2020","1,449.70","1,450.54","1,454.46","1,448.54","-","-0.04%"
"Jan 09, 2020","1,450.25","1,440.67","1,450.77","1,440.63","-","0.65%"
"Jan 08, 2020","1,440.95","1,440.30","1,444.12","1,435.99","-","0.07%"
"Jan 07, 2020","1,439.95","1,440.64","1,445.11","1,438.21","-","-0.03%"
"Jan 06, 2020","1,440.38","1,440.36","1,440.52","1,431.90","-","-0.11%"
"Jan 03, 2020","1,442.00","1,448.20","1,449.99","1,438.38","-","-0.50%"
"Jan 02, 2020","1,449.25","1,438.56","1,449.25","1,438.48","-","0.73%"
"Jan 01, 2020","1,438.69","1,438.63","1,438.70","1,438.52","-","0.00%"
"Dec 31, 2019","1,438.67","1,436.40","1,438.69","1,434.57","-","0.16%"
"Dec 30, 2019","1,436.39","1,442.15","1,443.56","1,435.44","-","-0.40%"
"Dec 27, 2019","1,442.16","1,438.91","1,444.88","1,438.88","-","0.24%"
"Dec 26, 2019","1,438.74","1,433.98","1,439.00","1,433.93","-","0.34%"
"Dec 25, 2019","1,433.80","1,433.75","1,434.11","1,433.09","-","-0.02%"
"Dec 24, 2019","1,434.13","1,433.64","1,434.24","1,432.79","-","0.04%"
"Dec 23, 2019","1,433.59","1,432.37","1,434.35","1,431.73","-","0.08%"
"Dec 20, 2019","1,432.44","1,427.55","1,433.11","1,426.59","-","0.34%"
"Dec 19, 2019","1,427.52","1,423.86","1,427.75","1,422.56","-","0.25%"
"Dec 18, 2019","1,423.98","1,424.55","1,425.77","1,423.22","-","-0.05%"
"Dec 17, 2019","1,424.63","1,422.63","1,425.43","1,422.31","-","0.13%"
"Dec 16, 2019","1,422.73","1,412.84","1,425.12","1,412.84","-","0.69%"
"Dec 13, 2019","1,413.01","1,408.61","1,418.82","1,408.57","-","0.56%"
"Dec 12, 2019","1,405.19","1,397.62","1,409.19","1,397.25","-","0.67%"
"Dec 11, 2019","1,395.81","1,391.95","1,398.22","1,391.34","-","0.27%"
"Dec 10, 2019","1,392.01","1,393.55","1,394.51","1,389.78","-","-0.12%"
"Dec 09, 2019","1,393.75","1,396.15","1,397.73","1,393.62","-","-0.12%"
"Dec 06, 2019","1,395.39","1,385.41","1,397.25","1,385.40","-","0.75%"
"Dec 05, 2019","1,384.96","1,383.30","1,386.10","1,381.76","-","0.19%"
"Dec 04, 2019","1,382.31","1,374.29","1,384.06","1,373.27","-","0.49%"
"Dec 03, 2019","1,375.52","1,383.08","1,383.08","1,368.26","-","-0.53%"
"Dec 02, 2019","1,382.78","1,390.95","1,393.58","1,381.99","-","-0.60%"
"Nov 29, 2019","1,391.17","1,398.69","1,398.77","1,390.76","-","-0.48%"
"Nov 28, 2019","1,397.85","1,399.09","1,399.09","1,397.36","-","-0.06%"
"Nov 27, 2019","1,398.65","1,394.39","1,398.81","1,394.03","-","0.37%"
"Nov 26, 2019","1,393.44","1,391.86","1,394.52","1,390.90","-","0.12%"
"Nov 25, 2019","1,391.72","1,380.97","1,391.76","1,380.94","-","0.75%"
"Nov 22, 2019","1,381.30","1,378.52","1,383.00","1,378.22","-","0.18%"
"Nov 21, 2019","1,378.83","1,383.07","1,383.12","1,375.81","-","-0.29%"
"Nov 20, 2019","1,382.80","1,388.57","1,388.62","1,378.47","-","-0.43%"
"Nov 19, 2019","1,388.77","1,387.64","1,391.47","1,386.31","-","0.04%"
"Nov 18, 2019","1,388.25","1,386.43","1,388.53","1,384.70","-","0.14%"
"Nov 15, 2019","1,386.36","1,376.85","1,386.40","1,376.78","-","0.75%"
"Nov 14, 2019","1,376.03","1,377.66","1,377.79","1,373.63","-","-0.12%"
"Nov 13, 2019","1,377.69","1,380.35","1,380.37","1,373.18","-","-0.21%"
"Nov 12, 2019","1,380.62","1,378.48","1,383.41","1,377.68","-","0.15%"
"Nov 11, 2019","1,378.49","1,381.03","1,381.76","1,374.57","-","-0.21%"
"Nov 08, 2019","1,381.35","1,381.66","1,382.76","1,375.81","-","-0.01%"
"Nov 07, 2019","1,381.43","1,377.55","1,385.18","1,377.05","-","0.25%"
"Nov 06, 2019","1,377.95","1,377.88","1,378.80","1,375.19","-","0.01%"
"Nov 05, 2019","1,377.76","1,376.70","1,380.73","1,376.66","-","-0.01%"
"Nov 04, 2019","1,377.87","1,370.44","1,379.74","1,370.44","-","0.53%"
"Nov 01, 2019","1,370.63","1,358.75","1,370.63","1,358.01","-","0.84%"
"Oct 31, 2019","1,359.17","1,362.38","1,364.15","1,354.72","-","-0.15%"
"Oct 30, 2019","1,361.24","1,359.01","1,362.80","1,354.59","-","0.13%"
"Oct 29, 2019","1,359.45","1,358.64","1,361.33","1,356.91","-","0.07%"
"Oct 28, 2019","1,358.45","1,352.82","1,360.31","1,352.47","-","0.42%"
"Oct 25, 2019","1,352.72","1,349.08","1,353.85","1,346.63","-","0.27%"
"Oct 24, 2019","1,349.10","1,345.95","1,350.84","1,345.52","-","0.34%"
"Oct 23, 2019","1,344.49","1,342.85","1,345.16","1,340.64","-","0.12%"
"Oct 22, 2019","1,342.91","1,344.82","1,348.08","1,342.83","-","-0.14%"
"Oct 21, 2019","1,344.74","1,337.79","1,344.98","1,337.49","-","0.62%"
"Oct 18, 2019","1,336.46","1,340.84","1,341.37","1,333.83","-","-0.29%"
"Oct 17, 2019","1,340.40","1,336.06","1,343.91","1,335.00","-","0.36%"
"Oct 16, 2019","1,335.56","1,335.21","1,338.04","1,333.74","-","0.01%"
"Oct 15, 2019","1,335.39","1,323.84","1,337.87","1,323.67","-","0.89%"
"Oct 14, 2019","1,323.66","1,325.12","1,326.82","1,322.24","-","-0.11%"
"Oct 11, 2019","1,325.08","1,307.75","1,331.52","1,307.75","-","1.40%"
"Oct 10, 2019","1,306.78","1,300.18","1,310.04","1,298.52","-","0.53%"
"Oct 09, 2019","1,299.95","1,292.12","1,302.15","1,291.59","-","0.52%"
"Oct 08, 2019","1,293.24","1,306.92","1,309.56","1,292.90","-","-1.12%"
"Oct 07, 2019","1,307.95","1,309.73","1,312.34","1,306.29","-","-0.10%"
"Oct 04, 2019","1,309.27","1,296.16","1,309.99","1,296.08","-","0.95%"
"Oct 03, 2019","1,296.95","1,291.93","1,296.95","1,281.21","-","0.42%"
"Oct 02, 2019","1,291.54","1,312.00","1,312.05","1,288.38","-","-1.55%"
"Oct 01, 2019","1,311.83","1,324.17","1,327.02","1,311.83","-","-0.91%"
"Sep 30, 2019","1,323.93","1,320.95","1,325.46","1,319.52","-","0.17%"
"Sep 27, 2019","1,321.74","1,326.34","1,328.67","1,317.51","-","-0.43%"
"Sep 26, 2019","1,327.47","1,328.79","1,330.84","1,323.97","-","-0.05%"
"Sep 25, 2019","1,328.07","1,327.75","1,328.95","1,318.69","-","0.04%"
"Sep 24, 2019","1,327.59","1,334.65","1,339.31","1,326.15","-","-0.53%"
"Sep 23, 2019","1,334.70","1,337.59","1,337.91","1,331.79","-","-0.21%"
"Sep 20, 2019","1,337.50","1,340.41","1,343.45","1,335.36","-","-0.20%"
"Sep 19, 2019","1,340.20","1,338.53","1,344.47","1,338.12","-","0.09%"
"Sep 18, 2019","1,339.06","1,340.33","1,340.40","1,330.56","-","-0.03%"
"Sep 17, 2019","1,339.45","1,337.70","1,340.36","1,334.48","-","0.11%"
"Sep 16, 2019","1,337.99","1,343.12","1,343.28","1,336.30","-","-0.34%"
"Sep 13, 2019","1,342.56","1,340.08","1,345.95","1,339.69","-","0.23%"
"Sep 12, 2019","1,339.43","1,335.61","1,343.00","1,335.58","-","0.33%"
"Sep 11, 2019","1,335.04","1,325.12","1,335.17","1,325.12","-","0.77%"
"Sep 10, 2019","1,324.88","1,324.17","1,324.88","1,317.32","-","0.05%"
"Sep 09, 2019","1,324.28","1,322.80","1,326.58","1,322.07","-","0.06%"
"Sep 06, 2019","1,323.45","1,320.98","1,325.23","1,320.88","-","0.22%"
"Sep 05, 2019","1,320.61","1,306.65","1,323.64","1,306.65","-","1.16%"
"Sep 04, 2019","1,305.44","1,290.88","1,305.96","1,290.43","-","1.13%"
"Sep 03, 2019","1,290.84","1,297.37","1,297.59","1,287.17","-","-0.55%"
"Sep 02, 2019","1,297.94","1,298.16","1,298.69","1,297.47","-","-0.10%"
"Aug 30, 2019","1,299.20","1,294.79","1,303.67","1,294.74","-","0.40%"
"Aug 29, 2019","1,293.99","1,281.96","1,295.08","1,280.67","-","0.94%"
"Aug 28, 2019","1,281.97","1,278.03","1,282.32","1,271.80","-","0.31%"
"Aug 27, 2019","1,277.95","1,278.90","1,286.67","1,275.78","-","-0.01%"
"Aug 26, 2019","1,278.06","1,274.46","1,278.17","1,269.33","-","0.25%"
"Aug 23, 2019","1,274.81","1,294.70","1,298.45","1,272.80","-","-1.54%"
"Aug 22, 2019","1,294.81","1,297.95","1,300.39","1,289.95","-","-0.23%"
"Aug 21, 2019","1,297.83","1,288.34","1,299.06","1,287.74","-","0.69%"
"Aug 20, 2019","1,288.92","1,294.44","1,296.65","1,288.92","-","-0.46%"
"Aug 19, 2019","1,294.85","1,282.13","1,296.64","1,281.95","-","1.05%"
"Aug 16, 2019","1,281.35","1,265.83","1,282.57","1,265.34","-","1.19%"
"Aug 15, 2019","1,266.24","1,267.73","1,269.15","1,261.01","-","-0.21%"
"Aug 14, 2019","1,268.89","1,296.23","1,297.62","1,268.10","-","-2.02%"
"Aug 13, 2019","1,295.11","1,286.60","1,300.99","1,280.50","-","0.60%"
"Aug 12, 2019","1,287.44","1,298.15","1,300.45","1,284.96","-","-0.83%"
"Aug 09, 2019","1,298.27","1,306.63","1,307.05","1,294.40","-","-0.54%"
"Aug 08, 2019","1,305.27","1,285.05","1,306.01","1,284.72","-","1.52%"
"Aug 07, 2019","1,285.70","1,283.25","1,287.13","1,269.51","-","0.20%"
"Aug 06, 2019","1,283.14","1,277.26","1,283.61","1,272.71","-","0.49%"
"Aug 05, 2019","1,276.93","1,308.95","1,309.06","1,271.14","-","-2.50%"
"Aug 02, 2019","1,309.68","1,324.66","1,324.66","1,304.36","-","-1.18%"
"Aug 01, 2019","1,325.28","1,332.22","1,341.52","1,323.71","-","-0.76%"
"Jul 31, 2019","1,335.40","1,344.32","1,345.01","1,326.76","-","-0.68%"
"Jul 30, 2019","1,344.52","1,349.29","1,349.98","1,340.44","-","-0.32%"
"Jul 29, 2019","1,348.81","1,351.41","1,351.87","1,347.10","-","-0.20%"
"Jul 26, 2019","1,351.49","1,346.35","1,352.17","1,345.00","-","0.30%"
"Jul 25, 2019","1,347.51","1,353.40","1,355.86","1,345.32","-","-0.46%"
"Jul 24, 2019","1,353.67","1,348.55","1,353.67","1,346.70","-","0.39%"
"Jul 23, 2019","1,348.37","1,341.19","1,348.37","1,341.05","-","0.49%"
"Jul 22, 2019","1,341.83","1,340.54","1,342.83","1,339.10","-","0.06%"
"Jul 19, 2019","1,341.02","1,344.26","1,349.23","1,340.87","-","-0.06%"
"Jul 18, 2019","1,341.83","1,341.99","1,344.60","1,336.70","-","-0.03%"
"Jul 17, 2019","1,342.29","1,347.75","1,348.09","1,342.29","-","-0.46%"
"Jul 16, 2019","1,348.56","1,351.24","1,351.51","1,347.09","-","-0.21%"
"Jul 15, 2019","1,351.40","1,350.67","1,352.96","1,349.39","-","0.11%"
"Jul 12, 2019","1,349.94","1,346.11","1,350.73","1,345.61","-","0.27%"
"Jul 11, 2019","1,346.25","1,344.26","1,348.50","1,343.27","-","0.22%"
"Jul 10, 2019","1,343.28","1,337.77","1,347.44","1,337.68","-","0.36%"
"Jul 09, 2019","1,338.43","1,339.92","1,340.33","1,333.54","-","-0.10%"
"Jul 08, 2019","1,339.81","1,347.98","1,347.98","1,338.58","-","-0.62%"
"Jul 05, 2019","1,348.15","1,353.94","1,354.05","1,340.51","-","-0.41%"
"Jul 04, 2019","1,353.72","1,352.31","1,353.88","1,352.31","-","0.14%"
"Jul 03, 2019","1,351.85","1,344.86","1,352.06","1,343.22","-","0.55%"
"Jul 02, 2019","1,344.42","1,340.70","1,344.61","1,340.46","-","0.21%"
"Jul 01, 2019","1,341.66","1,331.74","1,346.73","1,331.74","-","0.65%"
"Jun 28, 2019","1,332.97","1,325.98","1,332.97","1,325.23","-","0.54%"
"Jun 27, 2019","1,325.86","1,319.54","1,326.81","1,319.54","-","0.49%"
"Jun 26, 2019","1,319.42","1,320.81","1,324.74","1,319.15","-","-0.20%"
"Jun 25, 2019","1,322.13","1,331.22","1,331.96","1,321.06","-","-0.64%"
"Jun 24, 2019","1,330.64","1,333.37","1,334.29","1,330.64","-","-0.06%"
"Jun 21, 2019","1,331.41","1,335.46","1,335.55","1,330.61","-","-0.25%"
"Jun 20, 2019","1,334.81","1,322.62","1,337.22","1,322.62","-","1.05%"
"Jun 19, 2019","1,320.95","1,313.85","1,323.46","1,313.85","-","0.60%"
"Jun 18, 2019","1,313.12","1,300.86","1,317.31","1,300.34","-","0.95%"
"Jun 17, 2019","1,300.79","1,300.45","1,303.43","1,299.30","-","-0.04%"
"Jun 14, 2019","1,301.36","1,306.45","1,306.56","1,299.49","-","-0.37%"
"Jun 13, 2019","1,306.17","1,303.98","1,307.47","1,301.71","-","0.08%"
"Jun 12, 2019","1,305.13","1,308.96","1,309.37","1,303.25","-","-0.26%"
"Jun 11, 2019","1,308.52","1,305.14","1,315.75","1,304.91","-","0.27%"
"Jun 10, 2019","1,304.94","1,298.03","1,309.80","1,298.03","-","0.51%"
"Jun 07, 2019","1,298.31","1,285.42","1,301.77","1,285.42","-","0.98%"
"Jun 06, 2019","1,285.75","1,281.02","1,287.47","1,279.67","-","0.27%"
"Jun 05, 2019","1,282.26","1,274.02","1,282.26","1,274.02","-","0.73%"
"Jun 04, 2019","1,272.97","1,256.99","1,274.40","1,255.32","-","1.40%"
"Jun 03, 2019","1,255.43","1,255.55","1,260.05","1,252.50","-","0.07%"
"May 31, 2019","1,254.57","1,265.14","1,265.35","1,251.93","-","-0.81%"
"May 30, 2019","1,264.82","1,262.97","1,268.37","1,261.70","-","0.14%"
"May 29, 2019","1,262.99","1,274.19","1,274.19","1,258.57","-","-0.88%"
"May 28, 2019","1,274.26","1,280.54","1,284.96","1,273.95","-","-0.48%"
"May 27, 2019","1,280.47","1,279.97","1,281.70","1,279.65","-","0.09%"
"May 24, 2019","1,279.37","1,275.27","1,283.45","1,274.04","-","0.38%"
"May 23, 2019","1,274.54","1,290.02","1,290.02","1,271.05","-","-1.20%"
"May 22, 2019","1,289.97","1,293.14","1,294.51","1,288.81","-","-0.28%"
"May 21, 2019","1,293.65","1,285.55","1,294.61","1,284.39","-","0.63%"
"May 20, 2019","1,285.58","1,292.54","1,293.85","1,282.89","-","-0.54%"
"May 17, 2019","1,292.62","1,299.88","1,301.76","1,291.55","-","-0.59%"
"May 16, 2019","1,300.32","1,292.76","1,304.61","1,291.10","-","0.58%"
"May 15, 2019","1,292.79","1,286.39","1,294.55","1,279.99","-","0.49%"
"May 14, 2019","1,286.52","1,279.31","1,290.76","1,276.00","-","0.52%"
"May 13, 2019","1,279.86","1,304.26","1,304.26","1,276.79","-","-1.89%"
"May 10, 2019","1,304.55","1,299.72","1,306.72","1,289.56","-","0.35%"
"May 09, 2019","1,300.03","1,309.26","1,309.43","1,290.36","-","-0.77%"
"May 08, 2019","1,310.09","1,312.43","1,315.43","1,307.89","-","-0.25%"
"May 07, 2019","1,313.31","1,331.21","1,331.89","1,307.97","-","-1.33%"
"May 06, 2019","1,330.98","1,339.67","1,339.73","1,321.58","-","-0.63%"
"May 03, 2019","1,339.40","1,328.96","1,340.34","1,328.26","-","0.77%"
"May 02, 2019","1,329.22","1,332.62","1,333.31","1,324.34","-","-0.35%"
"May 01, 2019","1,333.95","1,339.20","1,342.64","1,332.49","-","-0.35%"
"Apr 30, 2019","1,338.64","1,338.21","1,339.67","1,332.42","-","0.06%"
"Apr 29, 2019","1,337.81","1,335.90","1,340.06","1,335.76","-","0.12%"
"Apr 26, 2019","1,336.19","1,331.04","1,336.19","1,329.17","-","0.37%"
"Apr 25, 2019","1,331.21","1,332.99","1,333.60","1,326.65","-","-0.26%"
"Apr 24, 2019","1,334.72","1,338.36","1,338.92","1,332.78","-","-0.24%"
"Apr 23, 2019","1,337.99","1,330.73","1,338.68","1,329.69","-","0.56%"
"Apr 22, 2019","1,330.56","1,330.53","1,331.06","1,328.07","-","-0.02%"
"Apr 19, 2019","1,330.80","1,330.58","1,331.04","1,330.52","-","0.02%"
"Apr 18, 2019","1,330.59","1,331.76","1,331.89","1,326.32","-","-0.10%"
"Apr 17, 2019","1,331.97","1,333.13","1,337.99","1,330.26","-","-0.11%"
"Apr 16, 2019","1,333.47","1,331.30","1,335.56","1,330.52","-","0.15%"
"Apr 15, 2019","1,331.53","1,330.85","1,333.30","1,328.81","-","0.05%"
"Apr 12, 2019","1,330.81","1,323.51","1,331.89","1,323.04","-","0.49%"
"Apr 11, 2019","1,324.26","1,325.90","1,326.05","1,321.88","-","-0.10%"
"Apr 10, 2019","1,325.61","1,320.76","1,326.42","1,319.93","-","0.28%"
"Apr 09, 2019","1,321.89","1,326.85","1,329.45","1,320.67","-","-0.38%"
"Apr 08, 2019","1,326.97","1,325.18","1,327.29","1,322.73","-","0.14%"
"Apr 05, 2019","1,325.09","1,320.26","1,325.28","1,320.10","-","0.36%"
"Apr 04, 2019","1,320.34","1,320.48","1,320.86","1,316.90","-","-0.00%"
"Apr 03, 2019","1,320.39","1,313.45","1,323.88","1,313.32","-","0.59%"
"Apr 02, 2019","1,312.68","1,312.17","1,313.89","1,309.73","-","-0.01%"
"Apr 01, 2019","1,312.79","1,297.60","1,312.87","1,297.60","-","1.14%"
"Mar 29, 2019","1,297.94","1,289.39","1,297.94","1,289.37","-","0.65%"
"Mar 28, 2019","1,289.50","1,288.13","1,290.98","1,284.12","-","0.08%"
"Mar 27, 2019","1,288.53","1,293.88","1,295.55","1,282.96","-","-0.42%"
"Mar 26, 2019","1,294.01","1,284.71","1,297.45","1,284.62","-","0.73%"
"Mar 25, 2019","1,284.69","1,289.93","1,289.93","1,279.85","-","-0.45%"
"Mar 22, 2019","1,290.53","1,311.47","1,312.92","1,289.98","-","-1.55%"
"Mar 21, 2019","1,310.80","1,304.36","1,312.13","1,301.36","-","0.68%"
"Mar 20, 2019","1,301.97","1,307.03","1,310.70","1,299.06","-","-0.43%"
"Mar 19, 2019","1,307.65","1,304.27","1,313.35","1,303.57","-","0.13%"
"Mar 18, 2019","1,305.97","1,299.47","1,306.68","1,299.34","-","0.52%"
"Mar 15, 2019","1,299.20","1,291.26","1,301.60","1,291.20","-","0.60%"
"Mar 14, 2019","1,291.47","1,292.63","1,293.45","1,289.77","-","-0.01%"
"Mar 13, 2019","1,291.65","1,285.57","1,294.13","1,283.34","-","0.49%"
"Mar 12, 2019","1,285.33","1,280.64","1,287.33","1,280.59","-","0.49%"
"Mar 11, 2019","1,279.12","1,264.68","1,279.88","1,264.18","-","1.14%"
"Mar 08, 2019","1,264.74","1,271.05","1,271.19","1,259.11","-","-0.59%"
"Mar 07, 2019","1,272.30","1,283.33","1,283.57","1,268.45","-","-0.87%"
"Mar 06, 2019","1,283.53","1,289.38","1,290.38","1,282.86","-","-0.44%"
"Mar 05, 2019","1,289.24","1,291.14","1,291.37","1,287.41","-","-0.13%"
"Mar 04, 2019","1,290.91","1,293.60","1,298.28","1,284.56","-","-0.23%"
"Mar 01, 2019","1,293.92","1,287.24","1,296.29","1,287.20","-","0.47%"
"Feb 28, 2019","1,287.86","1,292.41","1,292.74","1,286.75","-","-0.38%"
"Feb 27, 2019","1,292.75","1,293.79","1,294.40","1,287.32","-","0.00%"
"Feb 26, 2019","1,292.71","1,293.78","1,296.38","1,291.36","-","-0.07%"
"Feb 25, 2019","1,293.62","1,290.01","1,298.66","1,290.01","-","0.30%"
"Feb 22, 2019","1,289.78","1,282.83","1,290.84","1,281.77","-","0.50%"
"Feb 21, 2019","1,283.41","1,286.35","1,287.59","1,280.09","-","-0.24%"
"Feb 20, 2019","1,286.51","1,281.15","1,288.05","1,281.12","-","0.47%"
"Feb 19, 2019","1,280.51","1,278.53","1,283.16","1,275.64","-","0.15%"
"Feb 18, 2019","1,278.57","1,275.30","1,279.31","1,275.30","-","0.34%"
"Feb 15, 2019","1,274.21","1,265.86","1,275.52","1,262.68","-","0.73%"
"Feb 14, 2019","1,264.94","1,266.54","1,268.93","1,261.14","-","-0.22%"
"Feb 13, 2019","1,267.76","1,264.22","1,270.86","1,264.22","-","0.34%"
"Feb 12, 2019","1,263.47","1,249.65","1,265.00","1,249.50","-","1.10%"
"Feb 11, 2019","1,249.74","1,248.63","1,252.14","1,248.12","-","0.07%"
"Feb 08, 2019","1,248.83","1,252.73","1,252.73","1,241.91","-","-0.36%"
"Feb 07, 2019","1,253.32","1,264.33","1,264.58","1,248.06","-","-0.93%"
"Feb 06, 2019","1,265.14","1,267.74","1,268.45","1,263.14","-","-0.20%"
"Feb 05, 2019","1,267.72","1,260.20","1,268.18","1,260.20","-","0.59%"
"Feb 04, 2019","1,260.26","1,255.13","1,260.26","1,252.20","-","0.37%"
"Feb 01, 2019","1,255.60","1,254.39","1,257.30","1,252.64","-","0.05%"
"Jan 31, 2019","1,254.98","1,245.87","1,255.63","1,245.87","-","0.92%"
"Jan 30, 2019","1,243.53","1,231.52","1,248.69","1,230.98","-","0.96%"
"Jan 29, 2019","1,231.68","1,230.92","1,235.30","1,229.02","-","0.04%"
"Jan 28, 2019","1,231.16","1,239.00","1,239.81","1,226.01","-","-0.57%"
"Jan 25, 2019","1,238.21","1,225.31","1,239.96","1,225.23","-","1.00%"
"Jan 24, 2019","1,226.00","1,223.09","1,226.91","1,220.99","-","0.28%"
"Jan 23, 2019","1,222.63","1,222.01","1,227.35","1,216.56","-","0.05%"
"Jan 22, 2019","1,222.08","1,235.09","1,235.39","1,218.03","-","-1.06%"
"Jan 21, 2019","1,235.12","1,234.40","1,236.21","1,234.08","-","0.01%"
"Jan 18, 2019","1,235.00","1,220.92","1,235.63","1,220.92","-","1.20%"
"Jan 17, 2019","1,220.30","1,215.31","1,223.71","1,211.47","-","0.41%"
"Jan 16, 2019","1,215.36","1,212.38","1,217.75","1,211.01","-","0.22%"
"Jan 15, 2019","1,212.75","1,202.99","1,212.83","1,202.49","-","0.81%"
"Jan 14, 2019","1,203.04","1,209.15","1,209.28","1,199.38","-","-0.51%"
"Jan 11, 2019","1,209.26","1,208.23","1,211.41","1,203.19","-","0.01%"
"Jan 10, 2019","1,209.08","1,205.98","1,209.08","1,198.52","-","0.35%"
"Jan 09, 2019","1,204.84","1,193.54","1,207.98","1,193.54","-","0.94%"
"Jan 08, 2019","1,193.57","1,184.84","1,195.22","1,183.77","-","0.75%"
"Jan 07, 2019","1,184.66","1,173.35","1,188.90","1,173.35","-","0.98%"
"Jan 04, 2019","1,173.13","1,143.97","1,174.62","1,140.58","-","2.58%"
"Jan 03, 2019","1,143.59","1,159.81","1,160.49","1,142.91","-","-1.32%"
"Jan 02, 2019","1,158.85","1,162.42","1,162.51","1,145.41","-","-0.24%"
"Jan 01, 2019","1,161.59","1,162.53","1,163.30","1,161.59","-","0.01%"
"Dec 31, 2018","1,161.53","1,154.01","1,162.31","1,154.01","-","0.67%"
"Dec 28, 2018","1,153.75","1,147.75","1,162.69","1,147.29","-","0.56%"
"Dec 27, 2018","1,147.35","1,139.38","1,147.92","1,125.06","-","0.58%"
"Dec 26, 2018","1,140.74","1,111.03","1,140.74","1,109.60","-","2.69%"
"Dec 25, 2018","1,110.87","1,115.30","1,115.30","1,110.07","-","-0.43%"
"Dec 24, 2018","1,115.62","1,131.53","1,132.15","1,115.40","-","-1.54%"
"Dec 21, 2018","1,133.06","1,149.85","1,155.08","1,129.65","-","-1.37%"
"Dec 20, 2018","1,148.77","1,164.76","1,164.97","1,144.07","-","-1.51%"
"Dec 19, 2018","1,166.40","1,174.60","1,185.79","1,163.42","-","-0.67%"
"Dec 18, 2018","1,174.26","1,178.53","1,183.82","1,170.41","-","-0.34%"
"Dec 17, 2018","1,178.29","1,194.78","1,195.59","1,175.23","-","-1.37%"
"Dec 14, 2018","1,194.61","1,213.88","1,213.89","1,193.12","-","-1.56%"
"Dec 13, 2018","1,213.52","1,214.41","1,220.37","1,211.03","-","-0.08%"
"Dec 12, 2018","1,214.48","1,200.44","1,223.45","1,200.43","-","1.16%"
"Dec 11, 2018","1,200.61","1,199.18","1,213.04","1,196.78","-","0.08%"
"Dec 10, 2018","1,199.69","1,209.42","1,209.47","1,186.21","-","-0.86%"
"Dec 07, 2018","1,210.10","1,223.42","1,232.47","1,207.57","-","-1.08%"
"Dec 06, 2018","1,223.31","1,236.37","1,236.41","1,203.39","-","-1.04%"
"Dec 05, 2018","1,236.14","1,241.66","1,241.68","1,235.61","-","-0.50%"
"Dec 04, 2018","1,242.31","1,270.64","1,270.67","1,241.19","-","-2.22%"
"Dec 03, 2018","1,270.57","1,254.35","1,274.00","1,254.32","-","1.33%"
"Nov 30, 2018","1,253.88","1,250.92","1,253.92","1,247.16","-","0.23%"
"Nov 29, 2018","1,250.96","1,250.21","1,255.12","1,246.31","-","0.31%"
"Nov 28, 2018","1,247.11","1,229.31","1,250.21","1,229.00","-","1.45%"
"Nov 27, 2018","1,229.25","1,228.83","1,230.49","1,223.68","-","0.00%"
"Nov 26, 2018","1,229.23","1,215.17","1,229.95","1,214.92","-","1.13%"
"Nov 23, 2018","1,215.51","1,220.92","1,221.40","1,214.12","-","-0.43%"
"Nov 22, 2018","1,220.82","1,220.94","1,222.50","1,219.91","-","-0.00%"
"Nov 21, 2018","1,220.85","1,214.20","1,226.74","1,211.55","-","0.43%"
"Nov 20, 2018","1,215.67","1,235.65","1,235.70","1,211.25","-","-1.62%"
"Nov 19, 2018","1,235.65","1,248.25","1,251.24","1,233.38","-","-0.96%"
"Nov 16, 2018","1,247.67","1,244.03","1,250.12","1,240.49","-","0.30%"
"Nov 15, 2018","1,243.99","1,236.68","1,245.94","1,227.92","-","0.63%"
